add,adev,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,comm,ddev,defective,del,dpt_count,etp_count,exp,filepath,hcm_c1,hcm_cp,hcm_cu,hunk,loc_count,minor,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,new_devs,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,oexp,own,repository,sha
0.0,1,3,3,0.27,0,0.0,9,1,no,0.0,1,4.05,4741.0,handlers/main.yml,0.0,0.0,0.0,0,11,0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,4,1.0,0,0.0,0,0,29,0,0.0,4,4,1.0,0,4,1.0,1.0,0.0116,nusenu/ansible-relayor,023d2b0e83a17a284c1ad905abeb035721aee1e7
0.0,1,7,28,0.18,2,0.01,56,1,no,0.0,1,7.04,4741.0,tasks/configure.yml,0.0,0.0,0.0,0,158,0,0.0,0.0,0,43,0,4,0,0,0,0,15.0,0.47,0,10,0.0,0.0,0,0,0,0,0,0,0,0,0,83,0,0,15,8,0,20,1.0,0,0.0,0,2,690,0,0.0,20,20,1.0,20,20,1.0,1.0,0.2504,nusenu/ansible-relayor,14c8049b3d7fc1bfa59b8264c47fd11709d353fe
0.0,3,10,22,0.12,2,0.01,69,3,no,0.0,2,6.84,66.17,tasks/configure.yml,0.0,0.0,0.0,0,186,2,0.0,0.0,0,63,0,5,0,0,0,0,15.0,0.45,0,11,0.0,0.0,0,0,0,0,0,0,0,0,0,148,0,1,15,9,0,21,0.95,1,0.05,0,2,762,0,0.0,21,21,1.0,20,22,1.0,0.9957,0.2314,nusenu/ansible-relayor,99e350ff2e38e85446c539be0f9eb8972dab5610
0.0,0,5,7,0.19,1,0.03,0,3,no,0.0,2,5.52,0.0,handlers/main.yml,3.4936,0.1779,0.0935,0,37,0,0.0,0.0,0,7,0,4,0,0,0,0,1.0,0.12,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,36,0,1,1,4,0,9,0.9,1,0.1,1,0,112,0,0.0,7,7,1.0,3,10,1.0,0.0,0.0,nusenu/ansible-relayor,64bce01f2f5b21233dba3bc1f532dfe89fd2f164
0.0,1,6,2,0.18,0,0.0,1,1,no,0.0,3,4.32,356.25,tasks/ip-list.yml,0.0,0.0,0.0,0,11,0,0.0,0.0,0,5,0,0,0,0,0,0,1.0,0.33,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,2,1.0,0,0.0,0,0,34,0,0.0,2,2,1.0,8,2,1.0,0.9955,0.0026,nusenu/ansible-relayor,d24148aabc6dbeb8373c32adb5745958c1b86b44
0.0,1,4,6,0.22,2,0.07,7,1,no,0.0,2,5.56,356.25,tasks/rpm_install.yml,0.0,0.0,0.0,0,27,0,0.0,0.0,0,4,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,0,5,1.0,0,0.0,0,0,89,1,0.17,6,5,0.83,4,5,1.0,0.9955,0.0147,nusenu/ansible-relayor,59fb490cc93320cf28b104f435c9bf3549f7ce71
0.0,1,5,7,0.22,6,0.19,16,1,no,0.0,2,5.95,1879.0,tasks/openbsd_install.yml,0.0,0.0,0.0,0,32,0,0.0,0.0,0,4,2,3,0,0,0,0,5.0,0.42,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,28,0,0,1,4,0,7,1.0,0,0.0,2,2,125,0,0.0,7,7,1.0,6,7,1.0,1.0,0.0734,nusenu/ansible-relayor,deb1482087285f99edc014a0f72593f656457bcd
0.0,1,2,5,0.56,0,0.0,2,1,no,0.0,1,3.33,1036.0,tasks/main.yml,0.0,0.0,0.0,0,9,0,0.0,0.0,0,4,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,9,0,0,0,1,0,0,0.0,0,0.0,0,0,26,5,1.0,5,0,0.0,0,0,0.0,1.0,0.0145,nusenu/ansible-relayor,b375687b711425020707141895930fc8cd7431d3
0.0,1,7,8,0.21,13,0.34,32,1,no,0.0,2,5.94,378.52,tasks/apt_prepare.yml,0.0,0.0,0.0,0,38,0,0.0,0.0,0,7,1,3,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,38,1,0,0,5,0,6,1.0,0,0.0,0,0,144,0,0.0,6,6,1.0,2,6,1.0,0.996,0.0447,nusenu/ansible-relayor,2cdfbbdbd4c17d834fbf094d2f8d31fe0c357ca5
0.0,1,2,0,0.0,0,0.0,13,1,no,0.0,3,4.94,378.52,meta/main.yml,0.0,0.0,0.0,0,32,0,0.0,0.0,0,0,0,0,0,0,0,0,23.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,1.0,0,0.0,0,0,48,2,1.0,2,0,0.0,0,6,1.0,0.996,0.0098,nusenu/ansible-relayor,a78e182aeadce254cb1a8396e0ca3b1898646609
